ID,Turn,Speaker,Sentence,Tag,StudentTag,Transcript
4439,10,T,Allison,1,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4440,11,S,Prove,NA,3,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4441,12,T,And prove,4,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4442,12,T,Those are the three that you want to circle,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4449,14,T,Do you feel okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4450,14,T,You just look kind of pale,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4451,14,T,All right so lets look at this so we can all see this together,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4452,15,S,Ms  does this,NA,0,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4453,16,T,Yes it moves towards me,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4454,16,T,Youre not able to see me right now but I dont know that it matter,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4455,17,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4456,17,T,They can hear what youre saying too so  all right so if we look at this we first have to look at this number and it says Analyze this number,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4457,17,T,Were looking for the eight and the nine,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4458,17,T,If I were to write this number I might underline these two because those two numbers are the only ones that are going to change,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4459,17,T,Okay so talk in your team and talk about whats going to happen to the eight and whats going to happen to the nine,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4460,17,T,Talk in your teams about what needs to happen to the eight and the nine,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4461,18,T,All right close up your conversations,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4462,18,T,Close up your conversations,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4463,18,T,Frankie what did your team say needs to happen to the eight,5,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4464,19,S,They said it needs to be switched around to the ninth place,NA,3,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4465,19,S,But they said they need to be switched around,NA,3,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4466,20,T,Okay so these two need to be switched,4,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4467,20,T,Eight and nine need to be switched,1,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4468,21,S,Yes,NA,0,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4469,22,T,Did your team say why they think that,6,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4470,23,S,No,NA,0,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4471,24,T,Collin what did your team say,5,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4472,25,S,They said that youre supposed to switch the nine and the eight so the ninth to the 10th space then  by one,NA,4,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4473,26,T,Now it is in the tenth place,4,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4474,26,T,Are they saying to keep it in the tenth place,1,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4475,27,S,No,NA,0,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4476,28,T,Does somebody want to help him,2,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4477,28,T,Okay so you think Which five the first five or the second five,5,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4478,29,S,The ninth,NA,3,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4479,30,T,Okay so you want to change this right here you want that part of it to look like that,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4480,30,T,Andrea,0,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4481,31,S,The eight needs to go to where the six is,NA,3,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4482,31,S,Because,NA,0,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4483,32,T,The eight needs to go to the tenth,4,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4484,32,T,All right so show me if you agree or disagree with where the eight and the nine are right lets start with the eight agree or disagree in the place of the eights at,5,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4485,33,T,Thumbs up or thumbs down,1,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4486,34,T,Bianca will you show her where the  is,2,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4487,34,T,Now those of you that have their thumb up you are correct but why,6,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4488,34,T,I need to know why its going there Jared,6,NA,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4489,35,S,Because when they said eight has to go ten times the value of where the eight is so it would be going up a place,NA,4,TalkBack.Year1.Carroll.Spring.012920-1.xlsx
4734,50,T,One calls for three and threefourths cups chopped spinach,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4735,50,T,The other calls for two and twothirds cups chopped spinach,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4736,50,T,How much spinach does Autumn need,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4737,51,T,We need a number model and we need a answer,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4738,51,T,Talk with your shoulder partner about which operation are you going to do,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4739,51,T,Are you going to do subtraction addition division or multiplication and what words are possibly giving you the hint,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4740,51,S,Addition,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4741,51,S,You have to do addition,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4742,52,S,Because it says how,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4743,53,S,how much  subtraction,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4744,54,S,Im going to put a plus sign above the points there on addition,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4745,55,S,I think we all did addition,NA,1,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4746,56,S,That will be nice,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4747,57,S,Because it says like in all how much addition,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4748,58,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4749,58,T,Team one,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4750,59,T,Which one,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4751,59,T,Are we doing addition subtraction multiplication or division,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4752,59,S,Do subtraction,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4753,60,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4754,60,T,Subtraction,3,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4755,60,T,What do you think,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4756,60,T,Addition,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4757,60,T,Whats this team thinking,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4758,61,S,Addition,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4759,62,T,Addition,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4760,63,S,Addition,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4761,64,T,Addition,3,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4762,64,T,Raise your hand,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4763,64,T,What clue words made you feel like it was addition,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4764,64,T,Frankie,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4765,65,S,How much spinach does she need,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4766,66,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4767,66,T,How much,3,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4768,66,T,How much lets see if thats in here,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4841,102,S,Yes,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4842,103,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4843,103,T,If I had 12 pieces how many are going to fit in one four,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4844,103,T,How many pieces of a 12,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4845,104,S,Five,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4846,105,S,Six,NA,1,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4847,106,T,Its three,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4848,106,T,Remember theyre the pink ones,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4849,107,S,Three of 12 would fit,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4850,108,T,Now I have one two three four five six seven eight nine,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4851,108,T,This 34 is equivalent to 912,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4852,109,S,Yes,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4853,110,S,You get that later from that number if you convert it by if you multiply four by three equals 12  of nine,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4854,111,S,Yes because you did 34 x 3 then that equals 912,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4855,112,T,We are going to do that in the next fraction unit,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4856,112,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4857,112,T,Now how many 12s are going to fit in this piece,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4858,112,T,A third is bigger than fourth so it has to be more than three,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4859,112,T,Piper,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4860,113,S,Four,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4861,114,T,Four,3,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4862,114,T,Now if you were doing this you could actually get the fraction circles to help you because then youll know for sure,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4863,114,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4864,114,T,So now I have one two three four five six seven eight,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4865,114,T,This is 812,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4866,114,T,So 23 equals 812,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4867,114,T,Lydia asked me she said Isnt 34 and 23 equivalent,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4868,114,T,Theyre pretty close arent they,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4869,114,T,Theyre pretty close but 34 is a little bit bigger,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4870,114,T,Its 112 bigger than two thirds,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4871,115,S,A little bit,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4872,116,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4873,116,T,A little bit,3,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4874,116,T,Okay now that I have fractions that are the same have the same denominator I can now add them,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4875,116,T,My denominator is going to be what,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4876,117,S,Twelve,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4877,118,T,Twelve because we never add the denominator,4,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4878,118,T,We have to have a common denominator to add the numerator,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4879,118,T,So 8  9 is,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4880,119,S,Seventeen,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4881,120,T,Seventeen,3,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4882,120,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4883,120,T,12s tells me what,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4884,121,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4885,121,T,How did we get this one inside 12,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4886,121,T,What did we do here,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4887,121,T,Madelien do you know what we did here,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4888,121,T,From here to here,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4889,121,S,Okay,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4890,121,S,So you added 812 and 912 equals so you have 1712 but thats an improper fraction,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4891,121,S,You have to take away 12 from the 17 and then you are left with 512 after that,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4892,121,S,Then it would also be a whole because you had to take for 12 and 12 is whole,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4893,122,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4894,122,T,Good,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4895,122,T,Now she did it a different way than I would but her way works,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4896,122,T,What does this line mean Lydia,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4897,123,S,Is it dividing,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4898,124,T,Its division,4,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4899,124,T,So 12 into 17 if I divide this Im going to end up exactly with what Madelien said 12 goes into 17 how many times,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4900,125,S,One,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4901,126,T,One,3,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4902,126,T,Theres my whole,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4904,127,S,Five,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4905,128,T,Thats my numerator and heres my denominator or you bring it over either way,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4906,128,T,Yes I have 1 and 512 is that how much spinach,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4907,129,S,No,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4908,130,T,No because what am I missing,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4909,130,T,I have this  what else am I missing,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4910,131,S,I know,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4911,132,T,Allan get a wipe,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4912,133,S,I will,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4913,134,T,Take care of that,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4914,135,S,That is,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4915,136,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4916,136,T,Were giving Leonardo some think time,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4917,137,S,The numbers,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4918,138,T,Leonardo you need some help,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4919,139,S,I dont think,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4920,140,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4921,140,T,Well this isnt really a fraction but what we have to do if were not understanding fractions lets make sure that were fully paying attention so we do understand it because Were doing a math problem honey,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4922,140,T,Is this Spanish,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4923,140,T,What do you think were doing,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4924,140,T,Think ask somebody to help you,2,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4925,141,S,You leave the five and then you do five plus the one equals six and then you just bring over 512,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4983,171,T,I can erase it or not yet,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4984,173,T,What,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4985,175,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4986,175,T,While Caseys finish writing did you get what you wanted,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4987,175,T,You didnt even write the right answer,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4988,175,T,Youre saying youre having a hard time with fractions and Im giving you the answer and this is your note catcher,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4989,175,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4990,175,T,While I have some people writing what is on the board lets talk about number four,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4991,175,T,Dempsey was solving the problem 1320  25,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4992,175,T,He got the answer 1115,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4993,175,T,Explain how you know Dempseys answer is wrong without calculating the exact answer,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4994,176,S,Can I say mines funny too,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4995,177,S,Yes can I say mine,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4996,178,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4997,178,T,Heres what I want you to do,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4998,178,T,I want you to come up with an explanation with your Lets do a triad three people from your team,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
4999,178,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5000,178,T,Then the four of you do it,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5001,178,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5002,178,T,So maybe these three and these three,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5003,178,T,Come up with an explanation of why,6,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5004,178,T,You guys have four you can do four or one person could come over here and then theyd have three and three,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5011,183,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5012,183,T,Bring it in Devin put it in front of the swivel,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5013,184,S,I know his answer is wrong because you do not subtract or add the denominator,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5014,184,S,So his answer is wrong,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5015,185,S,Thats why I said subtract or add,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5016,185,S,That way youre going to let me know,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5017,185,S,Okay,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5018,185,S,Add it,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5019,186,S,He subtracted it but he subtracted the denominator,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5020,187,T,Youre working over here,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5021,187,T,You can work withEverete and Declan,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5022,188,S,I can just grab and stuff,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5023,189,S,I dont know what I was thinking,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5024,190,S,What I wrote I didnt,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5025,191,T,When we talk about it,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5026,191,T,Well see,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5027,192,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5028,192,T,In two minutes Im going to hear your explanation,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5029,192,T,Who are you working with,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5030,192,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5031,192,T,So you make sure  so he can understand whats wrong with it,2,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5032,192,S,So Jamen the thing thats wrong with it is that we dont add or subtract the denominator,NA,1,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5039,196,S,Im a Barbie girl in a Barbie world,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5040,197,T,Is everybody at this table done with whats on the board,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5041,198,T,Is everybody at this table done with whats on the board,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5042,198,S,Im a Barbie boy in a Barbie,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5043,199,T,Everybody here are you done with whats on the board,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5044,199,T,Casey are you done,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5045,200,S,No,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5046,201,T,Yes,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5047,201,T,So were going to talk about some more information,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5048,202,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5049,202,T,Times up,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5050,202,T,Timer just went off,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5051,202,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5052,202,T,Lets start with team three,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5053,202,T,I want everyone listening,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5054,202,T,Team three,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5055,202,S,So our explanation was I know his answer is wrong because you do not subtract or add the denominator,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5056,202,S,So his answer is wrong,NA,4,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5057,203,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5058,203,T,Im going to ask for more and were going to put more than just that,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5059,203,T,You have something to add,2,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5060,204,S,Yes,NA,0,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5106,220,T,You dont ever subtract denominators,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5107,220,T,If theyre like if theyre different you do not subtract denominator,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5108,220,T,You dont add them either,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5109,220,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5110,220,T,That piece Im not disagreeing but heres why what makes it a better answer using your math sense,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5111,221,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5112,221,T,So I have 1320 and I have 25 equals 1115,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5113,221,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5114,221,T,This I just want to tell you that this right here is a little bigger than a half 1320 is a little bigger than a half,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5115,221,T,25 is a little less than a half so Im almost at 0,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5116,222,T,Because I didnt have the numbers here,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5117,222,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5118,222,T,Thank you,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5119,223,T,So because this is bigger than a half a little bit this is a little less than a half my answer is going to be close to 0 if I subtracted a half,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5120,223,T,1115 is what,5,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5121,223,T,Is it equal to a half,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5122,223,T,Is it bigger than a half,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5123,223,T,Is it less than a half,1,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5124,224,S,Bigger than a half,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5125,225,T,Okay,0,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5126,225,T,1115 is bigger than a half,4,NA,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5127,226,S,So its nowhere near the answer,NA,3,TalkBack.Year1.Carroll.Spring.012920-2.xlsx
5274,43,T,Whats going to happen to this trapezoid if we double the xaxis,0,NA,TalkBack.Year1.Carroll.Spring.013020.xlsx
5275,44,S,Are we gonna have after recess,NA,0,TalkBack.Year1.Carroll.Spring.013020.xlsx
5276,45,S,Are you going to make us go outside Ms Carroll,NA,0,TalkBack.Year1.Carroll.Spring.013020.xlsx
5277,46,T,Theres kids out there,0,NA,TalkBack.Year1.Carroll.Spring.013020.xlsx
5278,47,S,There are tiny children with  we have one back,NA,0,TalkBack.Year1.Carroll.Spring.013020.xlsx
5279,47,S,Were good,NA,0,TalkBack.Year1.Carroll.Spring.013020.xlsx
5280,48,S,Wow,NA,0,TalkBack.Year1.Carroll.Spring.013020.xlsx
5281,49,S,Sorry,NA,0,TalkBack.Year1.Carroll.Spring.013020.xlsx
5282,50,S,I got blubber,NA,0,TalkBack.Year1.Carroll.Spring.013020.xlsx
5283,51,T,Hey,0,NA,TalkBack.Year1.Carroll.Spring.013020.xlsx
5284,51,T,I get a word thing that shows the different words that are said,0,NA,TalkBack.Year1.Carroll.Spring.013020.xlsx
5285,51,T,I dont want to see blubber,0,NA,TalkBack.Year1.Carroll.Spring.013020.xlsx
5286,52,S,Thats not in your vocabulary,NA,0,TalkBack.Year1.Carroll.Spring.013020.xlsx
5287,53,S,No seal blubber,NA,0,TalkBack.Year1.Carroll.Spring.013020.xlsx
5288,54,S,Warm,NA,0,TalkBack.Year1.Carroll.Spring.013020.xlsx
