ID,Transcript,Turn,Speaker,Sentence,TalkMove_truth
3003,TalkBack.Year1.Benson.Spring.022120.xlsx,85,T,Super excited,
3004,TalkBack.Year1.Benson.Spring.022120.xlsx,85,T,Think how smart youre going to be,
3005,TalkBack.Year1.Benson.Spring.022120.xlsx,85,T,All right Im going to put up a blank page real quick and were going to do two practice problems before you start,
3007,TalkBack.Year1.Benson.Spring.022120.xlsx,87,T,I need a  sheet,
3008,TalkBack.Year1.Benson.Spring.022120.xlsx,87,T,Hold on,
3009,TalkBack.Year1.Benson.Spring.022120.xlsx,87,T,The area of that rectangle is 200 square feet,
3010,TalkBack.Year1.Benson.Spring.022120.xlsx,87,T,The length of this side is 50 feet,
3011,TalkBack.Year1.Benson.Spring.022120.xlsx,87,T,If you would like to draw this on your board youre welcome to but your attention needs to be on the problem that were working on together,
3012,TalkBack.Year1.Benson.Spring.022120.xlsx,87,T,I have questions for you that are specific,
3013,TalkBack.Year1.Benson.Spring.022120.xlsx,87,T,What does area,
3014,TalkBack.Year1.Benson.Spring.022120.xlsx,88,T,mean,Pressing for Accuracy
3015,TalkBack.Year1.Benson.Spring.022120.xlsx,88,T,Jaden what does area mean,Pressing for Accuracy
3017,TalkBack.Year1.Benson.Spring.022120.xlsx,89,T,Yes the surface area inside the rectangle all this space in here,Revoicing
3018,TalkBack.Year1.Benson.Spring.022120.xlsx,89,T,Youre absolutely right,
3019,TalkBack.Year1.Benson.Spring.022120.xlsx,89,T,Youre right its inside the shape,
3020,TalkBack.Year1.Benson.Spring.022120.xlsx,89,T,Weve only really learned the area of rectangles,
3021,TalkBack.Year1.Benson.Spring.022120.xlsx,89,T,For us were going to focus on squares and rectangles,
3022,TalkBack.Year1.Benson.Spring.022120.xlsx,89,T,How do I know the opposite sides measurement,Pressing for Accuracy
3023,TalkBack.Year1.Benson.Spring.022120.xlsx,89,T,If I know this side was 50 how do I know the measurement of this side,Pressing for Accuracy
3024,TalkBack.Year1.Benson.Spring.022120.xlsx,89,T,Jaden,Keeping Everyone Together
3026,TalkBack.Year1.Benson.Spring.022120.xlsx,91,T,Can we assume a rule that opposite sides of rectangles are equal,Keeping Everyone Together
3028,TalkBack.Year1.Benson.Spring.022120.xlsx,93,T,Thats a rule of a rectangle a property of a rectangle,
3029,TalkBack.Year1.Benson.Spring.022120.xlsx,93,T,Whatever I find over here should be the same thing over there right,Keeping Everyone Together
3030,TalkBack.Year1.Benson.Spring.022120.xlsx,93,T,Give me a problem an equation that I could write to help me solve the missing side,
3031,TalkBack.Year1.Benson.Spring.022120.xlsx,93,T,Theo give me an equation I can use,
3033,TalkBack.Year1.Benson.Spring.022120.xlsx,95,T,Do you want me to write the formula up there for area to help you remember,Keeping Everyone Together
3035,TalkBack.Year1.Benson.Spring.022120.xlsx,97,T,You just use this part and this part what parts missing,Pressing for Accuracy
3037,TalkBack.Year1.Benson.Spring.022120.xlsx,99,T,There you go,
3038,TalkBack.Year1.Benson.Spring.022120.xlsx,99,T,Basically Theo we just wrote it in reverse,
3039,TalkBack.Year1.Benson.Spring.022120.xlsx,99,T,We did area equals the length times the width,
3040,TalkBack.Year1.Benson.Spring.022120.xlsx,99,T,Remember when we multiply its okay if we do that,
3041,TalkBack.Year1.Benson.Spring.022120.xlsx,99,T,Kennedy what should I be thinking of as my basic fact,Pressing for Accuracy
3042,TalkBack.Year1.Benson.Spring.022120.xlsx,99,T,Sorry I got you with  in your mouth,
3043,TalkBack.Year1.Benson.Spring.022120.xlsx,99,T,Do you want me to come back to you,Keeping Everyone Together
3044,TalkBack.Year1.Benson.Spring.022120.xlsx,99,T,Charlie what is should I be thinking of as my basic fact,Pressing for Accuracy
3046,TalkBack.Year1.Benson.Spring.022120.xlsx,101,T,Five times something gives me,Pressing for Accuracy
3048,TalkBack.Year1.Benson.Spring.022120.xlsx,103,T,Basic fact,
3049,TalkBack.Year1.Benson.Spring.022120.xlsx,103,T,Were going to pretend thats not there were going to pretend,
3051,TalkBack.Year1.Benson.Spring.022120.xlsx,105,T,20 Yes,Revoicing
3052,TalkBack.Year1.Benson.Spring.022120.xlsx,105,T,5 times something gives me 20,
3053,TalkBack.Year1.Benson.Spring.022120.xlsx,105,T,What is it,Pressing for Accuracy
3055,TalkBack.Year1.Benson.Spring.022120.xlsx,107,T,Four my missing link is four,Revoicing
3056,TalkBack.Year1.Benson.Spring.022120.xlsx,107,T,Does that make sense to you all now that youre seeing it over and over,Keeping Everyone Together
3058,TalkBack.Year1.Benson.Spring.022120.xlsx,109,T,Okay Fletcher,Keeping Everyone Together
3060,TalkBack.Year1.Benson.Spring.022120.xlsx,111,T,Are these worth 50,Keeping Everyone Together
3061,TalkBack.Year1.Benson.Spring.022120.xlsx,111,T,Is this worth 50,Keeping Everyone Together
3064,TalkBack.Year1.Benson.Spring.022120.xlsx,113,T,Oh,
3066,TalkBack.Year1.Benson.Spring.022120.xlsx,115,T,That might work with this one,
3067,TalkBack.Year1.Benson.Spring.022120.xlsx,115,T,Would that work with a different measurement,Keeping Everyone Together
3068,TalkBack.Year1.Benson.Spring.022120.xlsx,115,T,Lets look and see,
3069,TalkBack.Year1.Benson.Spring.022120.xlsx,115,T,Im going to change the measurements and see if that works for you,
3070,TalkBack.Year1.Benson.Spring.022120.xlsx,115,T,Lets say that this is 250 and thats 50,
3071,TalkBack.Year1.Benson.Spring.022120.xlsx,115,T,Could you do 5 50s and make sure 50,Keeping Everyone Together
3073,TalkBack.Year1.Benson.Spring.022120.xlsx,117,T,Would that work,Keeping Everyone Together
3074,TalkBack.Year1.Benson.Spring.022120.xlsx,118,T,so what you do you take a 50 and then,
3075,TalkBack.Year1.Benson.Spring.022120.xlsx,119,T,Can you come show me on there,Pressing for Accuracy
3076,TalkBack.Year1.Benson.Spring.022120.xlsx,119,T,Remember that if you put your hand on it its going to write where hand is,
3077,TalkBack.Year1.Benson.Spring.022120.xlsx,119,T,Just use the,
3078,TalkBack.Year1.Benson.Spring.022120.xlsx,120,T,and you can stand on one of those if you need to,
3079,TalkBack.Year1.Benson.Spring.022120.xlsx,120,T,Pardon me Ally,
3081,TalkBack.Year1.Benson.Spring.022120.xlsx,121,T,Oh I see what you mean,
3082,TalkBack.Year1.Benson.Spring.022120.xlsx,121,T,Youre having four,
3084,TalkBack.Year1.Benson.Spring.022120.xlsx,123,T,Then if we did that over here and did five them,
3085,TalkBack.Year1.Benson.Spring.022120.xlsx,123,T,One two three four five,
3086,TalkBack.Year1.Benson.Spring.022120.xlsx,123,T,50 50 50 50 50,
3088,TalkBack.Year1.Benson.Spring.022120.xlsx,125,T,Thats an interesting way to think of it,
3089,TalkBack.Year1.Benson.Spring.022120.xlsx,125,T,I havent thought of it like that before,
3090,TalkBack.Year1.Benson.Spring.022120.xlsx,125,T,Thank you,
3091,TalkBack.Year1.Benson.Spring.022120.xlsx,125,T,Oops didnt have it,
3092,TalkBack.Year1.Benson.Spring.022120.xlsx,125,T,Are you ready to try it on your own,Keeping Everyone Together
3094,TalkBack.Year1.Benson.Spring.022120.xlsx,127,T,Do we want one more practice,Keeping Everyone Together
3096,TalkBack.Year1.Benson.Spring.022120.xlsx,129,T,Youre ready,Keeping Everyone Together
3097,TalkBack.Year1.Benson.Spring.022120.xlsx,129,T,page number 193,
3098,TalkBack.Year1.Benson.Spring.022120.xlsx,130,T,nan,
3100,TalkBack.Year1.Benson.Spring.022120.xlsx,132,T,nan,
3102,TalkBack.Year1.Benson.Spring.022120.xlsx,134,T,nan,
3103,TalkBack.Year1.Benson.Spring.022120.xlsx,135,T,Everybody there,Keeping Everyone Together
3104,TalkBack.Year1.Benson.Spring.022120.xlsx,135,T,Problems one and two are exactly like what weve just been doing,
3105,TalkBack.Year1.Benson.Spring.022120.xlsx,135,T,Im going to skip past those because you get a visual rectangle to help you see what part is missing,
3106,TalkBack.Year1.Benson.Spring.022120.xlsx,135,T,Were going to look down at part three,
3107,TalkBack.Year1.Benson.Spring.022120.xlsx,135,T,Can you scoot your finger down and look at number three,
3108,TalkBack.Year1.Benson.Spring.022120.xlsx,135,T,Your pencil should not be writing right now,
3109,TalkBack.Year1.Benson.Spring.022120.xlsx,135,T,You have a table given to you and youre going to have this on your homework as well,
3110,TalkBack.Year1.Benson.Spring.022120.xlsx,135,T,Youll have some pictures of rectangles and youre going to have a table,
3111,TalkBack.Year1.Benson.Spring.022120.xlsx,135,T,Number three says the,
3112,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,library has rectangular tables in many sizes,
3113,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,Using the information given youre going to complete the chart,
3114,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,Sometimes youre going to get the length of one side but not the other side and youll get the area or youll get not this side but youll get this side and youll get the area,
3115,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,These are basic facts,
3116,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,Super simple,
3117,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,If you think of it as this number times this number equals your area youre doing area equals width time length,
3118,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,See them,Keeping Everyone Together
3119,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,Youre just doing the problems in the reverse order of what we say,
3120,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,You need to figure out what times 8 would give you 24,Pressing for Accuracy
3121,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,What times 6 would give you 48,Pressing for Accuracy
3122,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,What times 100 would give you 400,Pressing for Accuracy
3123,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,That is a huge table,
3124,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,Then you have a couple of story problems,
3125,TalkBack.Year1.Benson.Spring.022120.xlsx,136,T,When we were doing write a decimal for a fraction or a fraction for a decimal is that what youre talking about,Keeping Everyone Together
3127,TalkBack.Year1.Benson.Spring.022120.xlsx,138,T,When we did the area of 450 and one side was 9,Keeping Everyone Together
3129,TalkBack.Year1.Benson.Spring.022120.xlsx,140,T,The new one that I just drew 250,Keeping Everyone Together
3130,TalkBack.Year1.Benson.Spring.022120.xlsx,140,T,Youre asking me what now,Keeping Everyone Together
3132,TalkBack.Year1.Benson.Spring.022120.xlsx,142,T,Yes lets redraw and see if that works,
3133,TalkBack.Year1.Benson.Spring.022120.xlsx,143,T,Okay lets look at it,
3134,TalkBack.Year1.Benson.Spring.022120.xlsx,143,T,We have 250,
3135,TalkBack.Year1.Benson.Spring.022120.xlsx,143,T,Youre asking if I did 200 divided by 50,Keeping Everyone Together
3138,TalkBack.Year1.Benson.Spring.022120.xlsx,145,T,Why 100,Pressing for Reasoning
3140,TalkBack.Year1.Benson.Spring.022120.xlsx,147,T,Lets see if that would work,
3141,TalkBack.Year1.Benson.Spring.022120.xlsx,148,T,Then if you double that,Keeping Everyone Together
3142,TalkBack.Year1.Benson.Spring.022120.xlsx,148,T,Youre starting youre thinking of whats coming,Keeping Everyone Together
3143,TalkBack.Year1.Benson.Spring.022120.xlsx,148,T,Remember we talked about quotients,Keeping Everyone Together
3144,TalkBack.Year1.Benson.Spring.022120.xlsx,148,T,Were going to be able to do partial quotients where we do part of a problem and another part of a problem to break them down and make them easier,
3145,TalkBack.Year1.Benson.Spring.022120.xlsx,148,T,Yes you could but thats coming soon to a theatre  Very cool,
3146,TalkBack.Year1.Benson.Spring.022120.xlsx,148,T,Good thinking,
3148,TalkBack.Year1.Benson.Spring.022120.xlsx,150,T,I need to know Oh you mean for whats coming,Keeping Everyone Together
3149,TalkBack.Year1.Benson.Spring.022120.xlsx,151,T,I bet you would if you were less focused on what Black was doing,
3150,TalkBack.Year1.Benson.Spring.022120.xlsx,151,T,You havent even tried working with a partner yet,
3151,TalkBack.Year1.Benson.Spring.022120.xlsx,151,T,Your job is to try working with a partner and see if your partner can help talk through something with you,
3152,TalkBack.Year1.Benson.Spring.022120.xlsx,151,T,If not then Im happy to meet with you at  Im right now really disappointed because we just did all of that and your focus was nowhere where its supposed to be,
3153,TalkBack.Year1.Benson.Spring.022120.xlsx,152,T,Yes you can move them,
3154,TalkBack.Year1.Benson.Spring.022120.xlsx,153,T,What are you conflict about,Keeping Everyone Together
3155,TalkBack.Year1.Benson.Spring.022120.xlsx,154,T,What dont you get Kennedy thats a big overall statement,
3156,TalkBack.Year1.Benson.Spring.022120.xlsx,154,T,What dont you get,Keeping Everyone Together
3158,TalkBack.Year1.Benson.Spring.022120.xlsx,156,T,Okay what are we working on,Pressing for Accuracy
3160,TalkBack.Year1.Benson.Spring.022120.xlsx,158,T,Area,Restating
3161,TalkBack.Year1.Benson.Spring.022120.xlsx,158,T,What is area,Pressing for Accuracy
3162,TalkBack.Year1.Benson.Spring.022120.xlsx,159,T,The middle part of the,
3163,TalkBack.Year1.Benson.Spring.022120.xlsx,159,T,Normally were given these two and we have to find that out,
3164,TalkBack.Year1.Benson.Spring.022120.xlsx,159,T,They usually give us length to  and we have to find that,
3165,TalkBack.Year1.Benson.Spring.022120.xlsx,159,T,Now they gave us area,
3166,TalkBack.Year1.Benson.Spring.022120.xlsx,159,T,Instead of doing  equals  We will do this times this,
3169,TalkBack.Year1.Benson.Spring.022120.xlsx,161,T,Theyre giving us this,
3170,TalkBack.Year1.Benson.Spring.022120.xlsx,161,T,Were going to   Were replacing the  Were starting  20,
3171,TalkBack.Year1.Benson.Spring.022120.xlsx,161,T,Kennedy No not eight,
3172,TalkBack.Year1.Benson.Spring.022120.xlsx,161,T,Thats not the answer,
3173,TalkBack.Year1.Benson.Spring.022120.xlsx,161,T,Not that one,
3174,TalkBack.Year1.Benson.Spring.022120.xlsx,162,T,Were going to put equal here,
3180,TalkBack.Year1.Benson.Spring.022120.xlsx,167,T,Youll have to figure 9 times what is going to give you,
3185,TalkBack.Year1.Benson.Spring.022120.xlsx,169,T,They gave you the area,
3186,TalkBack.Year1.Benson.Spring.022120.xlsx,169,T,They gave you the width   Just replace,
3195,TalkBack.Year1.Carroll.Fall.121019.xlsx,1,T,All right,
3197,TalkBack.Year1.Carroll.Fall.121019.xlsx,3,T,Okay did everybody get a note sheet,
3199,TalkBack.Year1.Carroll.Fall.121019.xlsx,5,T,All right,
3200,TalkBack.Year1.Carroll.Fall.121019.xlsx,5,T,The first one were looking square A,
3201,TalkBack.Year1.Carroll.Fall.121019.xlsx,5,T,What does it represent,Pressing for Accuracy
3204,TalkBack.Year1.Carroll.Fall.121019.xlsx,8,T,The first one,
3205,TalkBack.Year1.Carroll.Fall.121019.xlsx,9,T,One 10 a hundred,
3207,TalkBack.Year1.Carroll.Fall.121019.xlsx,11,T,One 10 and a hundred,
3208,TalkBack.Year1.Carroll.Fall.121019.xlsx,11,T,Rose can you help  because he didnt bring his glasses so he cant see,
3209,TalkBack.Year1.Carroll.Fall.121019.xlsx,12,T,Now read the first one Daniel,Keeping Everyone Together
3211,TalkBack.Year1.Carroll.Fall.121019.xlsx,14,T,No,
3212,TalkBack.Year1.Carroll.Fall.121019.xlsx,14,T,We already did that,
3215,TalkBack.Year1.Carroll.Fall.121019.xlsx,17,T,10 times as much as it would be,Revoicing
3217,TalkBack.Year1.Carroll.Fall.121019.xlsx,19,T,Worth in the place to its right,
3220,TalkBack.Year1.Carroll.Fall.121019.xlsx,21,T,Not about,
3222,TalkBack.Year1.Carroll.Fall.121019.xlsx,23,T,Worth is not It isnt as is,
3223,TalkBack.Year1.Carroll.Fall.121019.xlsx,23,T,Is worth onetenth times as much as it would be worth in the,Pressing for Accuracy
3225,TalkBack.Year1.Carroll.Fall.121019.xlsx,25,T,place to its,Pressing for Accuracy
3227,TalkBack.Year1.Carroll.Fall.121019.xlsx,27,T,left,Restating
3228,TalkBack.Year1.Carroll.Fall.121019.xlsx,27,T,For your notes here is a place value chart with adjustments,
3229,TalkBack.Year1.Carroll.Fall.121019.xlsx,27,T,If we think of a regular place chart when we go this way it gets bigger,
3230,TalkBack.Year1.Carroll.Fall.121019.xlsx,27,T,Here we have our decimal point,
3231,TalkBack.Year1.Carroll.Fall.121019.xlsx,27,T,When it goes this way it gets smaller,
3232,TalkBack.Year1.Carroll.Fall.121019.xlsx,27,T,If you have 110 of the piece which is the first one its a bigger piece than 1100,
3233,TalkBack.Year1.Carroll.Fall.121019.xlsx,27,T,Okay,
3234,TalkBack.Year1.Carroll.Fall.121019.xlsx,29,T,10 tenths,
3235,TalkBack.Year1.Carroll.Fall.121019.xlsx,29,T,What did you say,Keeping Everyone Together
3237,TalkBack.Year1.Carroll.Fall.121019.xlsx,31,T,10100 yes,Revoicing
3239,TalkBack.Year1.Carroll.Fall.121019.xlsx,33,T,All right,
3240,TalkBack.Year1.Carroll.Fall.121019.xlsx,33,T,Okay will you sit in,
3242,TalkBack.Year1.Carroll.Fall.121019.xlsx,35,T,Can you move it,
3244,TalkBack.Year1.Carroll.Fall.121019.xlsx,37,T,Can you move it over,
3245,TalkBack.Year1.Carroll.Fall.121019.xlsx,37,T,Be careful,
3252,TalkBack.Year1.Carroll.Fall.121019.xlsx,44,T,Open your journal page to 112,
3253,TalkBack.Year1.Carroll.Fall.121019.xlsx,45,T,Shh,
3258,TalkBack.Year1.Carroll.Fall.121019.xlsx,49,T,Were doing it together,
3259,TalkBack.Year1.Carroll.Fall.121019.xlsx,50,T,Okay,
3260,TalkBack.Year1.Carroll.Fall.121019.xlsx,50,T,Im going to give you Im going to say some decimals and youre going to write it down,
3262,TalkBack.Year1.Carroll.Fall.121019.xlsx,52,T,Is the swivle on,
3267,TalkBack.Year1.Carroll.Fall.121019.xlsx,56,T,Okay push the little button,
3269,TalkBack.Year1.Carroll.Fall.121019.xlsx,58,T,No the other one,
3270,TalkBack.Year1.Carroll.Fall.121019.xlsx,59,T,The minus,
3275,TalkBack.Year1.Carroll.Fall.121019.xlsx,64,T,Did it stay on,
3284,TalkBack.Year1.Carroll.Fall.121019.xlsx,72,T,It is,
3295,TalkBack.Year1.Carroll.Fall.121019.xlsx,80,T,Is this working,
3296,TalkBack.Year1.Carroll.Fall.121019.xlsx,80,T,It worked,
3302,TalkBack.Year1.Carroll.Fall.121019.xlsx,85,T,Okay Michael please go do your work,
3305,TalkBack.Year1.Carroll.Fall.121019.xlsx,88,T,That didnt work,
3307,TalkBack.Year1.Carroll.Fall.121019.xlsx,90,T,Heres the first one,
3309,TalkBack.Year1.Carroll.Fall.121019.xlsx,92,T,tell me you cant do it because we cant be,
3313,TalkBack.Year1.Carroll.Fall.121019.xlsx,95,T,I hope so,
3314,TalkBack.Year1.Carroll.Fall.121019.xlsx,95,T,I hope you guys do a better job,
3315,TalkBack.Year1.Carroll.Fall.121019.xlsx,95,T,Here we go,
3316,TalkBack.Year1.Carroll.Fall.121019.xlsx,95,T,The first one is five and 16100,
3318,TalkBack.Year1.Carroll.Fall.121019.xlsx,97,T,You write it in this first,
3321,TalkBack.Year1.Carroll.Fall.121019.xlsx,99,T,This is a ten this a hundred this is a thousand,
3322,TalkBack.Year1.Carroll.Fall.121019.xlsx,99,T,This is a one,
3324,TalkBack.Year1.Carroll.Fall.121019.xlsx,101,T,Okay,
3325,TalkBack.Year1.Carroll.Fall.121019.xlsx,101,T,Its five and 16100,Revoicing
3326,TalkBack.Year1.Carroll.Fall.121019.xlsx,101,T,If you have that your five single and your whole numbers,
3327,TalkBack.Year1.Carroll.Fall.121019.xlsx,103,T,Yes thats your ones and then 16100,
3328,TalkBack.Year1.Carroll.Fall.121019.xlsx,103,T,You want to go to the hundredths place so youre,
3330,TalkBack.Year1.Carroll.Fall.121019.xlsx,105,T,No,
3333,TalkBack.Year1.Carroll.Fall.121019.xlsx,107,T,You only have one digit,
3334,TalkBack.Year1.Carroll.Fall.121019.xlsx,107,T,No you only have one digit per place,
3336,TalkBack.Year1.Carroll.Fall.121019.xlsx,109,T,You went all the way to the thousands,
3339,TalkBack.Year1.Carroll.Fall.121019.xlsx,111,T,nan,Restating
3340,TalkBack.Year1.Carroll.Fall.121019.xlsx,111,T,Whatever the last thing is thats where you go,
3341,TalkBack.Year1.Carroll.Fall.121019.xlsx,111,T,Shh,
3342,TalkBack.Year1.Carroll.Fall.121019.xlsx,111,T,Hey I need my hexagons not to be talking,
3345,TalkBack.Year1.Carroll.Fall.121019.xlsx,113,T,It should look 516,
3346,TalkBack.Year1.Carroll.Fall.121019.xlsx,113,T,Youre into the thousands,
3347,TalkBack.Year1.Carroll.Fall.121019.xlsx,113,T,We have 516,
3348,TalkBack.Year1.Carroll.Fall.121019.xlsx,113,T,We start with the hundredths,
3349,TalkBack.Year1.Carroll.Fall.121019.xlsx,113,T,516 we stop at the hundredths because it said five and 16100,
3350,TalkBack.Year1.Carroll.Fall.121019.xlsx,113,T,Whatever your last name is hundredths thats the last place you put a digit,
3352,TalkBack.Year1.Carroll.Fall.121019.xlsx,115,T,Thats where your Okay heres the next one,
3354,TalkBack.Year1.Carroll.Fall.121019.xlsx,117,T,Whats the value of the six,Pressing for Accuracy
3356,TalkBack.Year1.Carroll.Fall.121019.xlsx,119,T,6100 and that one,Revoicing
3357,TalkBack.Year1.Carroll.Fall.121019.xlsx,119,T,The next one 810,
3358,TalkBack.Year1.Carroll.Fall.121019.xlsx,119,T,Write 810,
3361,TalkBack.Year1.Carroll.Fall.121019.xlsx,122,T,Okay thats a whole number,
3362,TalkBack.Year1.Carroll.Fall.121019.xlsx,122,T,That means you have eight What that says is 810,
3363,TalkBack.Year1.Carroll.Fall.121019.xlsx,123,T,You have eight and 10100,
3364,TalkBack.Year1.Carroll.Fall.121019.xlsx,123,T,You have eight and tenths,
3365,TalkBack.Year1.Carroll.Fall.121019.xlsx,123,T,Each 110,
3366,TalkBack.Year1.Carroll.Fall.121019.xlsx,123,T,Weve got to get I didnt say a whole number,
3368,TalkBack.Year1.Carroll.Fall.121019.xlsx,125,T,I said 810,
3372,TalkBack.Year1.Carroll.Fall.121019.xlsx,128,T,Thats 8100,
3373,TalkBack.Year1.Carroll.Fall.121019.xlsx,128,T,Okay Victoria you have it,
3374,TalkBack.Year1.Carroll.Fall.121019.xlsx,128,T,No Parker,
3375,TalkBack.Year1.Carroll.Fall.121019.xlsx,128,T,Yes Joey,
3376,TalkBack.Year1.Carroll.Fall.121019.xlsx,128,T,Theres no whole number,
3377,TalkBack.Year1.Carroll.Fall.121019.xlsx,128,T,Maria let me see yours,
3378,TalkBack.Year1.Carroll.Fall.121019.xlsx,129,T,Okay thats in the hundredths,
3379,TalkBack.Year1.Carroll.Fall.121019.xlsx,129,T,Hey stop shouting,
3380,TalkBack.Year1.Carroll.Fall.121019.xlsx,129,T,Sawyer youre in the hundredths,
3381,TalkBack.Year1.Carroll.Fall.121019.xlsx,129,T,Yes,
3382,TalkBack.Year1.Carroll.Fall.121019.xlsx,130,T,We dont have an eight in the first one,
3383,TalkBack.Year1.Carroll.Fall.121019.xlsx,130,T,You have eight,Keeping Everyone Together
3384,TalkBack.Year1.Carroll.Fall.121019.xlsx,130,T,An eight,Keeping Everyone Together
3386,TalkBack.Year1.Carroll.Fall.121019.xlsx,132,T,Get rid of the first eight because thats eight and 810,
3387,TalkBack.Year1.Carroll.Fall.121019.xlsx,132,T,Everybody get that one,Keeping Everyone Together
3389,TalkBack.Year1.Carroll.Fall.121019.xlsx,134,T,Okay good,
3390,TalkBack.Year1.Carroll.Fall.121019.xlsx,134,T,Whats the value of the eight,Pressing for Accuracy
3392,TalkBack.Year1.Carroll.Fall.121019.xlsx,136,T,810,Restating
3393,TalkBack.Year1.Carroll.Fall.121019.xlsx,136,T,Okay heres the next one,
3394,TalkBack.Year1.Carroll.Fall.121019.xlsx,136,T,This ones a little more challenging,
3395,TalkBack.Year1.Carroll.Fall.121019.xlsx,136,T,Two and 3071000,
3397,TalkBack.Year1.Carroll.Fall.121019.xlsx,138,T,Two and 3071000,
3398,TalkBack.Year1.Carroll.Fall.121019.xlsx,139,T,Thats 371000,
3399,TalkBack.Year1.Carroll.Fall.121019.xlsx,139,T,3071000,
3401,TalkBack.Year1.Carroll.Fall.121019.xlsx,141,T,Is this it Ms Carroll,
3402,TalkBack.Year1.Carroll.Fall.121019.xlsx,142,T,Its not 237,
3403,TalkBack.Year1.Carroll.Fall.121019.xlsx,142,T,Its 307 Max,
3404,TalkBack.Year1.Carroll.Fall.121019.xlsx,142,T,Was it 507,Keeping Everyone Together
3407,TalkBack.Year1.Carroll.Fall.121019.xlsx,144,T,Were putting one in each spot,
3408,TalkBack.Year1.Carroll.Fall.121019.xlsx,144,T,Lila what are you doing,Pressing for Accuracy
3409,TalkBack.Year1.Carroll.Fall.121019.xlsx,144,T,Yes,
3410,TalkBack.Year1.Carroll.Fall.121019.xlsx,144,T,Rose what did you do,Pressing for Accuracy
3411,TalkBack.Year1.Carroll.Fall.121019.xlsx,144,T,Thats two and 371000,
3412,TalkBack.Year1.Carroll.Fall.121019.xlsx,144,T,Its two and 3071000,
3413,TalkBack.Year1.Carroll.Fall.121019.xlsx,145,T,Okay everybody get it,Keeping Everyone Together
3414,TalkBack.Year1.Carroll.Fall.121019.xlsx,145,T,Rose did you change yours,Keeping Everyone Together
3415,TalkBack.Year1.Carroll.Fall.121019.xlsx,146,T,Okay next one,
3416,TalkBack.Year1.Carroll.Fall.121019.xlsx,146,T,Seven,
3417,TalkBack.Year1.Carroll.Fall.121019.xlsx,146,T,Wait whats the value of seven in the last one,Pressing for Accuracy
3420,TalkBack.Year1.Carroll.Fall.121019.xlsx,148,T,71000,Restating
3421,TalkBack.Year1.Carroll.Fall.121019.xlsx,148,T,Sawyer,Keeping Everyone Together
3422,TalkBack.Year1.Carroll.Fall.121019.xlsx,148,T,Okay lets see,
3423,TalkBack.Year1.Carroll.Fall.121019.xlsx,148,T,Heres the next one,
3424,TalkBack.Year1.Carroll.Fall.121019.xlsx,148,T,Seven and 9100,
3425,TalkBack.Year1.Carroll.Fall.121019.xlsx,149,T,Thats 910,
3430,TalkBack.Year1.Carroll.Fall.121019.xlsx,152,T,Let me see yours,
3431,TalkBack.Year1.Carroll.Fall.121019.xlsx,152,T,Thats seven and 910,
3432,TalkBack.Year1.Carroll.Fall.121019.xlsx,153,T,Shh,
3433,TalkBack.Year1.Carroll.Fall.121019.xlsx,153,T,Okay,
3434,TalkBack.Year1.Carroll.Fall.121019.xlsx,153,T,Now heres one thing that I noticed,
3435,TalkBack.Year1.Carroll.Fall.121019.xlsx,153,T,Sawyer do have it written down,Keeping Everyone Together
3436,TalkBack.Year1.Carroll.Fall.121019.xlsx,153,T,Seven and 9100,
3437,TalkBack.Year1.Carroll.Fall.121019.xlsx,153,T,Heres what I noticed,
3438,TalkBack.Year1.Carroll.Fall.121019.xlsx,153,T,Now remember I said hundredths was its last name,
3439,TalkBack.Year1.Carroll.Fall.121019.xlsx,153,T,Some of you put a zero in the thousandths,
3440,TalkBack.Year1.Carroll.Fall.121019.xlsx,153,T,Why,Pressing for Reasoning
3444,TalkBack.Year1.Carroll.Fall.121019.xlsx,156,T,nan,Restating
3445,TalkBack.Year1.Carroll.Fall.121019.xlsx,157,T,Heres what Im going to say,
3446,TalkBack.Year1.Carroll.Fall.121019.xlsx,157,T,They both have the same value,
3447,TalkBack.Year1.Carroll.Fall.121019.xlsx,157,T,Youre writing that,
3448,TalkBack.Year1.Carroll.Fall.121019.xlsx,157,T,One thing that I want you to practice is when If it says hundredths it stops at the hundredths okay,Keeping Everyone Together
3449,TalkBack.Year1.Carroll.Fall.121019.xlsx,157,T,They are the same number,
3450,TalkBack.Year1.Carroll.Fall.121019.xlsx,157,T,Thats why it said people were correct,
3452,TalkBack.Year1.Carroll.Fall.121019.xlsx,159,T,All right,
3453,TalkBack.Year1.Carroll.Fall.121019.xlsx,159,T,Okay,
